kind,type,name,age,ability_name,ability_trait,ability_description,ability_description_clean,modifier_type,modifier_args
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,Gifts of Osiris,TRAIT_EGYPT_ABILITY,[BLIST][LI]+2 [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP].[LI][B]Minor Rivers[/B] do not end [B]Unit [icon:Action_Move] Movement[/B].[LI]+30% [icon:YIELD_PRODUCTION] Production towards constructing the Pyramids.[/BLIST],"• +2 Production on Improvements and Districts on Navigable Rivers.
• Minor Rivers do not end Unit Movement.
• +30% Production towards constructing the Pyramids.",TRAIT_MOD_GIFTS_OF_OSIRIS_NAVIGABLE_RIVER_TYPE; TRAIT_MOD_GIFTS_OF_OSIRIS_UNITS_IGNORE_MINOR_RIVER_TYPE; MOD_CIV_WONDER_PRODUCTION_EGYPT_TYPE,YieldType=YIELD_PRODUCTION; Amount=2; Tooltip=LOC_TRAIT_EGYPT_ABILITY_NAME; Obstacle=RIVER_MINOR; Percent=30
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL,,,,
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL_TOT_EX,,,,
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL_TOT_MO,,,,
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC,,,,
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_EX,,,,
civilization,CIVILIZATION_EGYPT,Egypt,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_MO,,,,
civilization,CIVILIZATION_GREECE,Greece,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ANTIQUITY_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_NOT_TEHINA_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER"
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_GREECE,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,Demokratia,TRAIT_GREECE_ABILITY,"[BLIST][LI][B]+3 [icon:YIELD_DIPLOMACY] Influence[/B] on the [B]Palace[/B].[LI][B]+2 [icon:YIELD_CULTURE] Culture[/B] for active [icon:ENDEAVOR] [B][TIP:LOC_PEDIA_CONCEPTS_ENDEAVOR_TOOLTIP]Endeavors[/TIP][/B], [icon:SANCTIONS] [B][TIP:LOC_PEDIA_CONCEPTS_SANCTION_TOOLTIP]Sanctions[/TIP][/B], and [icon:PROJECT] [B][TIP:LOC_PEDIA_CONCEPTS_DIPLOMATIC_PROJECTS_TOOLTIP]Diplomatic Projects[/TIP][/B] you started or supported.[LI]+3 [icon:CULTURE_VP] [TIP:LOC_PEDIA_CONCEPTS_TOURISTS_TOOLTIP]Tourism[/TIP] for every [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.[LI][B]+30% [icon:YIELD_PRODUCTION] Production [/B]towards constructing the [B]Oracle[/B].[/BLIST]","• +3 Influence on the Palace.
• +2 Culture for active Endeavors, Sanctions, and Diplomatic Projects you started or supported.
• +3 Tourism for every City-State you are Suzerain of.
• +30% Production towards constructing the Oracle.",TRAIT_MOD_DEMOKRATIA_INFLUENCE_TYPE; TRAIT_MOD_DEMOKRATIA_CULTURE_ENDEAVOR_TYPE; TRAIT_MOD_DEMOKRATIA_CULTURE_SANCTION_TYPE; TRAIT_MOD_DEMOKRATIA_CULTURE_PROJECT_TYPE; TRAIT_MOD_DEMOKRATIA_CITY_STATE_TOURISM_TYPE; MOD_CIV_WONDER_PRODUCTION_GREECE_TYPE,YieldType=YIELD_DIPLOMACY; Amount=3; ConstructibleType=BUILDING_PALACE; Tooltip=LOC_TRAIT_GREECE_ABILITY_NAME; ActionGroupType=DIPLOMACY_ACTION_GROUP_ENDEAVOR; YieldType=YIELD_CULTURE; Amount=2; Tooltip=LOC_TRAIT_GREECE_ABILITY_NAME; ActionGroupType=DIPLOMACY_ACTION_GROUP_SANCTION; YieldType=YIELD_CULTURE; Amount=2; Tooltip=LOC_TRAIT_GREECE_ABILITY_NAME; ActionGroupType=DIPLOMACY_ACTION_GROUP_PROJECT; YieldType=YIELD_CULTURE; Amount=2; Tooltip=LOC_TRAIT_GREECE_ABILITY_NAME; TrackerName=VICTORY_TRACKER_GREECE_SUZERAIN; Percent=30
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL_TOT_EX,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_CULTURAL_TOT_MO,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX_INFLUENCE,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO,,,,
civilization,CIVILIZATION_GREECE,Greece,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO_INFLUENCE,,,,
civilization,CIVILIZATION_HAN,Han,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ANTIQUITY_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_NOT_TEHINA_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER"
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_HAN,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,Nine Provinces,TRAIT_HAN_ABILITY,[BLIST][LI][B]The [icon:NOTIFICATION_SELECT_CAPITAL] Capital[/B] gains [B]a [icon:YIELD_POPULATION] Population[/B] when it completes [B][icon:YIELD_SCIENCE] Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP][/B].[LI][B]The [icon:NOTIFICATION_SELECT_CAPITAL] Capital[/B] and new [B][icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP][/B] gain an [B]additional [icon:YIELD_POPULATION] Population[/B] with their first growth event.[LI][B]+30% [icon:YIELD_PRODUCTION] Production[/B] towards constructing [B]Weiyang Palace[/B].[/BLIST],"• The Capital gains a Population when it completes Science Buildings.
• The Capital and new Towns gain an additional Population with their first growth event.
• +30% Production towards constructing Weiyang Palace.",TRAIT_MOD_NINE_PROVINCES_CAPITAL_TYPE; TRAIT_MOD_NINE_PROVINCES_TOWN_TYPE; TRAIT_MOD_NINE_PROVINCES_POP_IN_CAPITAL_ON_SCIENCE_BUILDING_TYPE; MOD_CIV_WONDER_PRODUCTION_HAN_TYPE,Amount=1; Amount=1; Amount=1; Percent=30
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX_HAPPINESS,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO_HAPPINESS,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC_TOT_EX,,,,
civilization,CIVILIZATION_HAN,Han,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC_TOT_MO,,,,
civilization,CIVILIZATION_KHMER,Khmer,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ANTIQUITY_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_NOT_TEHINA_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER"
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_KHMER,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,Ksekam Chamnon,TRAIT_KHMER_ABILITY,"[BLIST][LI][B][TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP][/B] on [B][TIP:LOC_PEDIA_CONCEPTS_RIVER_TOOLTIP]Rivers[/TIP][/B] do not remove the natural yield of the tile.[LI][B]+50% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP][/B] in the [B][icon:NOTIFICATION_SELECT_CAPITAL] [TIP:LOC_PEDIA_CONCEPTS_CAPITAL_TOOLTIP]Capital[/TIP][/B], but [B]-5 [icon:YIELD_HAPPINESS] Happiness[/B] for [B]every other [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP][/B].[LI][B]+30% [icon:YIELD_PRODUCTION] Production[/B] towards constructing [B]Angkor Wat[/B].[/BLIST]","• Districts on Rivers do not remove the natural yield of the tile.
• +50% Growth Rate in the Capital, but -5 Happiness for every other City.
• +30% Production towards constructing Angkor Wat.",TRAIT_MOD_KSEKAM_CHAMNON_MINOR_RIVER_TYPE; TRAIT_MOD_KSEKAM_CHAMNON_NAVIGABLE_RIVER_TYPE; TRAIT_MOD_KSEKAM_CHAMNON_CAPITAL_GROWTH_TYPE; TRAIT_MOD_KSEKAM_CHAMNON_CITY_HAPPINESS_PENALTY_TYPE; MOD_CIV_WONDER_PRODUCTION_KHMER_TYPE,MinorRivers=true; Tooltip=LOC_TRAIT_KHMER_ABILITY_NAME; TerrainTypes=TERRAIN_NAVIGABLE_RIVER; Tooltip=LOC_TRAIT_KHMER_ABILITY_NAME; Percent=50; Tooltip=LOC_TRAIT_KHMER_ABILITY_NAME; YieldType=YIELD_HAPPINESS; Amount=-5; Tooltip=LOC_TRAIT_KHMER_ABILITY_NAME; Percent=30
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TALL,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_EX,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_EX_TALL,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_MO,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_MO_TALL,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC_TOT_EX,,,,
civilization,CIVILIZATION_KHMER,Khmer,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_SCIENTIFIC_TOT_MO,,,,
